150	CARPSA	Out	Coarse Align Relay Enable to PSA	250	RRZ	Out	Rend. Radar CDU Zero to Digital Mode Module
151	CARPSA	Out	Coarse Align Relay Enable to PSA	251	AGCDAE	In	Rend. Radar or Optics Enable Error Counter from AGC
152	+4VLO	In	+4 VDC Ret	252	CAGE	In	Cage Override from PSA
153	AGCZ	In	ISS CDU Zero from AGC	253	ISSEEC	Out	ISS Error Counter Enable to Digital Mode Module
154	FJMPA	Out		254	ISSZ	Out	ISS CDU Zero to Digital Mode Module
155	U+28VH	In	ISS 28 VDC	255	AGCEEC	In	ISS Error Counter Enable from AGC
156	AGCCA	In	ISS Coarse Align Enable from AGC	256		Spare	
157	K+28VH	In	Mixed +28 VDC	257	ISSCA	Out	ISS Coarse Align Enable to Digital Mode Module
158	IMUOPR	Out	IMU Operate Signal to AGC	258	U+28VH	In	ISS 28 VDC
159	U+14TP	Out	TP +14 VDC	259	A+14V	Out	
160	DCSRFH	In	Shaft cos(Θ-Ψ) < 90° Signal	260	B+14V	Out	
161	+4VLO	In	+4 VDC Ret	261	C+14V	Out	
162	FJMPA	In		262	ECSRFH	In	Trunnion cos(Θ-Ψ) < 90° Signal
163	O+14TP	In	14V Optics Supply Test Point	263	+4VLO	In	Optics Common
164		Spare		264		Spare	
165	DCRSER	In (LEM) | NC (CSM)	RR Shaft Coarse Error	265		Spare	
166	ECRSER	In (LEM) | NC (CSM)	RR Trunnion Coarse Error	266		Spare	
167	EFINER	In	Trunnion Fine Error	267		Spare	
168	DFINER	In	Shaft Fine Error	268	D+14V	In	
169	OFAIL	Out	Optics CDU Fail to AGC	269	EUPLVL	In	Trunnion Read Counter Up Line
170	E+14V	In		270		Spare	
171	DUPLVL	In	Shaft Read Counter Up Line	271	O+28VH	In	Optics 28 VDC
